latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-3.384,-50.431,309.9,4.8,2,2019-10-01,0110,Terra,MODIS,79,6.0NRT,291.5,79.3,N
-3.251,-50.25,304.6,4.6,2,2019-10-01,0110,Terra,MODIS,61,6.0NRT,291.8,42.6,N
-3.25,-50.242,304.6,4.6,2,2019-10-01,0110,Terra,MODIS,61,6.0NRT,291.8,42.9,N
-3.386,-50.435,307.3,4.8,2,2019-10-01,0110,Terra,MODIS,54,6.0NRT,291.5,56.8,N
-3.38,-50.393,302.5,4.7,2,2019-10-01,0110,Terra,MODIS,14,6.0NRT,291.4,30.5,N
-11.633,-54.136,302.7,3.2,1.7,2019-10-01,0245,Terra,MODIS,50,6.0NRT,289.8,22.4,N
-11.702,-57.347,328.8,1.8,1.3,2019-10-01,0245,Terra,MODIS,100,6.0NRT,284.1,63,N
-11.699,-57.33,304.4,1.8,1.3,2019-10-01,0245,Terra,MODIS,24,6.0NRT,282.9,11.7,N
-11.698,-57.358,304.7,1.8,1.3,2019-10-01,0245,Terra,MODIS,50,6.0NRT,284.7,12.5,N
-11.696,-57.342,322.2,1.8,1.3,2019-10-01,0245,Terra,MODIS,100,6.0NRT,283.4,46,N
-11.707,-57.34,309.1,1.8,1.3,2019-10-01,0245,Terra,MODIS,76,6.0NRT,284.9,20.2,N
-11.364,-55.145,300.5,2.7,1.6,2019-10-01,0245,Terra,MODIS,30,6.0NRT,281,15.9,N
-11.378,-55.143,302.6,2.7,1.6,2019-10-01,0245,Terra,MODIS,50,6.0NRT,281.2,21.2,N
-11.335,-54.269,304.9,3.2,1.7,2019-10-01,0245,Terra,MODIS,62,6.0NRT,286,32.9,N
-11.332,-54.263,308.2,3.2,1.7,2019-10-01,0245,Terra,MODIS,74,6.0NRT,286.2,41,N
-11.704,-54.905,300.1,2.8,1.6,2019-10-01,0245,Terra,MODIS,17,6.0NRT,283,17.3,N
-14.71,-57.398,311,1.6,1.2,2019-10-01,0245,Terra,MODIS,81,6.0NRT,293.2,15.9,N
-14.062,-55.79,301.1,2.1,1.4,2019-10-01,0245,Terra,MODIS,35,6.0NRT,288.5,14.2,N
-14.984,-65.965,315,1.4,1.2,2019-10-01,0245,Terra,MODIS,90,6.0NRT,283.7,20.6,N
-14.973,-65.966,305.4,1.4,1.2,2019-10-01,0245,Terra,MODIS,64,6.0NRT,284,9.7,N
-11.651,-54.156,301.9,3.2,1.7,2019-10-01,0245,Terra,MODIS,45,6.0NRT,289.6,21.3,N
-11.636,-54.159,313.2,3.2,1.7,2019-10-01,0245,Terra,MODIS,87,6.0NRT,289.8,60.5,N
-11.638,-54.165,313.5,3.2,1.7,2019-10-01,0245,Terra,MODIS,87,6.0NRT,289.7,61.4,N
-6.292,-62.749,304.1,1,1,2019-10-01,0245,Terra,MODIS,44,6.0NRT,277.7,5.7,N
-6.301,-62.747,301.6,1,1,2019-10-01,0245,Terra,MODIS,9,6.0NRT,278,3.9,N
-10.13,-53.457,302.3,3.8,1.8,2019-10-01,0245,Terra,MODIS,48,6.0NRT,286.5,34,N
-10.135,-53.451,300.8,3.8,1.8,2019-10-01,0245,Terra,MODIS,33,6.0NRT,286.4,27.9,N
-10.604,-55.534,308.3,2.6,1.6,2019-10-01,0245,Terra,MODIS,74,6.0NRT,287.2,31.8,N
-11.302,-57.523,303.6,1.8,1.3,2019-10-01,0245,Terra,MODIS,53,6.0NRT,287.7,10.3,N
-11.313,-57.521,302.2,1.8,1.3,2019-10-01,0245,Terra,MODIS,27,6.0NRT,287.8,9.1,N
-11.311,-57.505,302,1.8,1.3,2019-10-01,0245,Terra,MODIS,17,6.0NRT,288.1,9.2,N
-12.976,-50.787,307.2,3.8,1.8,2019-10-01,0410,Aqua,MODIS,70,6.0NRT,290.1,48,N
-12.982,-50.752,301,3.8,1.8,2019-10-01,0410,Aqua,MODIS,29,6.0NRT,289.8,23,N
-12.964,-50.793,304.2,3.8,1.8,2019-10-01,0410,Aqua,MODIS,59,6.0NRT,290.1,35.5,N
-12.971,-50.758,305.7,3.8,1.8,2019-10-01,0410,Aqua,MODIS,65,6.0NRT,290,42.3,N
1.861,-55.954,308.9,2.3,1.5,2019-10-01,0545,Aqua,MODIS,76,6.0NRT,289.5,29,N
1.858,-55.934,303.4,2.3,1.5,2019-10-01,0545,Aqua,MODIS,55,6.0NRT,289.3,17,N
-14.375,-65.161,303.2,1,1,2019-10-01,0550,Aqua,MODIS,51,6.0NRT,276.6,6,N
-14.996,-66.018,312.9,1,1,2019-10-01,0550,Aqua,MODIS,86,6.0NRT,281.9,10.9,N
-14.869,-67.062,302.4,1,1,2019-10-01,0550,Aqua,MODIS,49,6.0NRT,274.8,6.2,N
-14.294,-65.211,301.5,1,1,2019-10-01,0550,Aqua,MODIS,42,6.0NRT,272.1,5.7,N
-14.285,-65.209,314.6,1,1,2019-10-01,0550,Aqua,MODIS,90,6.0NRT,272.6,14.1,N
-14.365,-65.16,303.1,1,1,2019-10-01,0550,Aqua,MODIS,46,6.0NRT,277.1,5.8,N
-14.283,-65.219,310.7,1,1,2019-10-01,0550,Aqua,MODIS,72,6.0NRT,271.7,10.8,N
1.237,-50.743,323.7,1.8,1.3,2019-10-01,1330,Terra,MODIS,66,6.0NRT,297.9,25.2,D
-2.969,-50.39,317.5,1.4,1.2,2019-10-01,1330,Terra,MODIS,50,6.0NRT,299,13.4,D
1.227,-50.735,323.9,1.7,1.3,2019-10-01,1330,Terra,MODIS,29,6.0NRT,296.9,23.2,D
1.229,-50.75,327.4,1.8,1.3,2019-10-01,1330,Terra,MODIS,64,6.0NRT,296.3,32.3,D
-8.498,-54.62,312.9,2.4,1.5,2019-10-01,1335,Terra,MODIS,33,6.0NRT,290,23.9,D
-11.989,-55.1,314.8,2.2,1.4,2019-10-01,1335,Terra,MODIS,25,6.0NRT,287.4,22.5,D
-12.055,-54.4,313.9,2,1.4,2019-10-01,1335,Terra,MODIS,41,6.0NRT,289.9,18.8,D
-11.749,-54.814,315.7,2.1,1.4,2019-10-01,1335,Terra,MODIS,45,6.0NRT,291.9,25.2,D
-11.494,-56.165,309.5,2.8,1.6,2019-10-01,1335,Terra,MODIS,23,6.0NRT,281.3,21.8,D
-12.338,-50.676,334.4,1.1,1.1,2019-10-01,1335,Terra,MODIS,82,6.0NRT,297.9,24.6,D
-11.651,-54.771,314.8,2.1,1.4,2019-10-01,1335,Terra,MODIS,31,6.0NRT,288.9,22.9,D
-12.218,-50.851,324.2,1.1,1.1,2019-10-01,1335,Terra,MODIS,0,6.0NRT,295,14.6,D
-11.379,-55.138,317.6,2.3,1.5,2019-10-01,1335,Terra,MODIS,36,6.0NRT,288.4,29.8,D
-11.368,-54.501,312.1,2.1,1.4,2019-10-01,1335,Terra,MODIS,25,6.0NRT,286.5,18.1,D
-11.283,-54.537,313.5,2.1,1.4,2019-10-01,1335,Terra,MODIS,40,6.0NRT,289.6,20,D
-11.244,-54.689,310.5,2.1,1.4,2019-10-01,1335,Terra,MODIS,36,6.0NRT,281.5,19.3,D
-11.734,-50.872,328.5,1.2,1.1,2019-10-01,1335,Terra,MODIS,38,6.0NRT,301.8,15.2,D
-11.132,-54.01,315.4,1.9,1.3,2019-10-01,1335,Terra,MODIS,7,6.0NRT,291.3,18.8,D
-11.12,-54.008,315.8,1.9,1.3,2019-10-01,1335,Terra,MODIS,26,6.0NRT,291.4,19,D
-11.52,-50.852,330.3,1.2,1.1,2019-10-01,1335,Terra,MODIS,77,6.0NRT,293.4,22.2,D
-11.519,-50.863,335.6,1.2,1.1,2019-10-01,1335,Terra,MODIS,83,6.0NRT,295.4,30.5,D
-11.25,-51.403,330.8,1.3,1.1,2019-10-01,1335,Terra,MODIS,39,6.0NRT,305.4,17.3,D
-11.144,-51.23,331.2,1.2,1.1,2019-10-01,1335,Terra,MODIS,49,6.0NRT,304.5,18.1,D
-11.141,-51.252,331,1.2,1.1,2019-10-01,1335,Terra,MODIS,52,6.0NRT,305,17.3,D
-11.139,-51.263,331.9,1.2,1.1,2019-10-01,1335,Terra,MODIS,60,6.0NRT,305.8,19.6,D
-11.051,-51.748,329.4,1.3,1.1,2019-10-01,1335,Terra,MODIS,75,6.0NRT,297.8,21.8,D
-11.228,-50.483,331.2,1.1,1.1,2019-10-01,1335,Terra,MODIS,72,6.0NRT,305.1,14,D
-11.053,-51.022,332.7,1.2,1.1,2019-10-01,1335,Terra,MODIS,79,6.0NRT,302.4,15.9,D
-11.051,-51.033,332.7,1.2,1.1,2019-10-01,1335,Terra,MODIS,79,6.0NRT,302,17.2,D
-11.033,-50.831,332.6,1.2,1.1,2019-10-01,1335,Terra,MODIS,63,6.0NRT,305.1,19.8,D
-10.91,-51.289,329,1.2,1.1,2019-10-01,1335,Terra,MODIS,15,6.0NRT,301,20.4,D
-10.99,-50.33,333.9,1.1,1.1,2019-10-01,1335,Terra,MODIS,67,6.0NRT,303.2,22.9,D
-10.809,-51.407,333,1.3,1.1,2019-10-01,1335,Terra,MODIS,54,6.0NRT,302.9,23.3,D
-10.45,-51.871,324.4,1.4,1.2,2019-10-01,1335,Terra,MODIS,67,6.0NRT,298,16.4,D
-10.401,-51.979,325.4,1.4,1.2,2019-10-01,1335,Terra,MODIS,75,6.0NRT,299.8,17.8,D
-9.899,-53.634,330.5,1.9,1.3,2019-10-01,1335,Terra,MODIS,79,6.0NRT,294.7,48.4,D
-9.906,-53.629,326,1.9,1.3,2019-10-01,1335,Terra,MODIS,54,6.0NRT,294,35.2,D
-9.894,-53.627,328.2,1.9,1.3,2019-10-01,1335,Terra,MODIS,76,6.0NRT,294.8,41.2,D
-9.785,-53.84,317.2,2,1.4,2019-10-01,1335,Terra,MODIS,39,6.0NRT,294.8,19.1,D
-9.817,-53.538,312.5,1.9,1.3,2019-10-01,1335,Terra,MODIS,39,6.0NRT,289.4,15.8,D
-8.828,-55.014,320.1,2.5,1.5,2019-10-01,1335,Terra,MODIS,70,6.0NRT,297.8,43.9,D
-8.421,-54.779,309.5,2.5,1.5,2019-10-01,1335,Terra,MODIS,48,6.0NRT,287.6,18.6,D
-6.579,-51.098,316.7,1.4,1.2,2019-10-01,1335,Terra,MODIS,63,6.0NRT,293.9,11.2,D
-5.909,-52.868,324.4,1.9,1.4,2019-10-01,1335,Terra,MODIS,79,6.0NRT,294.1,39.7,D
-6.104,-51.556,319.8,1.5,1.2,2019-10-01,1335,Terra,MODIS,18,6.0NRT,292.9,14.9,D
-5.905,-52.861,333.5,1.9,1.4,2019-10-01,1335,Terra,MODIS,87,6.0NRT,293,66.8,D
-5.925,-51.752,314.5,1.6,1.2,2019-10-01,1335,Terra,MODIS,0,6.0NRT,287.8,14.1,D
-5.724,-51.132,319,1.4,1.2,2019-10-01,1335,Terra,MODIS,46,6.0NRT,296.2,12.5,D
-4.735,-55.677,307.7,3.4,1.7,2019-10-01,1335,Terra,MODIS,38,6.0NRT,284.7,26.9,D
-4.164,-50.247,325.4,1.3,1.1,2019-10-01,1335,Terra,MODIS,78,6.0NRT,301.7,22.5,D
-14.638,-50.352,343.1,1,1,2019-10-01,1335,Terra,MODIS,89,6.0NRT,304.1,35.9,D
-14.358,-51.443,327.5,1.2,1.1,2019-10-01,1335,Terra,MODIS,63,6.0NRT,302.7,13.3,D
-14.356,-51.453,336.1,1.2,1.1,2019-10-01,1335,Terra,MODIS,81,6.0NRT,303.8,26.4,D
-13.767,-53.244,342.8,1.5,1.2,2019-10-01,1335,Terra,MODIS,89,6.0NRT,300.9,59.4,D
-12.671,-57.378,310.5,3.2,1.7,2019-10-01,1335,Terra,MODIS,33,6.0NRT,283.4,33,D
-12.662,-57.346,310.5,3.2,1.7,2019-10-01,1335,Terra,MODIS,30,6.0NRT,283.8,30.8,D
-12.656,-57.375,310.1,3.2,1.7,2019-10-01,1335,Terra,MODIS,31,6.0NRT,283,30.7,D
-12.66,-57.369,311.8,3.2,1.7,2019-10-01,1335,Terra,MODIS,45,6.0NRT,283.8,37.7,D
-13.224,-50.564,325.3,1.1,1,2019-10-01,1335,Terra,MODIS,60,6.0NRT,302.5,11.6,D
-13.046,-51.05,323.3,1.1,1.1,2019-10-01,1335,Terra,MODIS,61,6.0NRT,292.2,11.9,D
-13.026,-50.715,328.8,1.1,1,2019-10-01,1335,Terra,MODIS,23,6.0NRT,301.8,13.2,D
-12.226,-54.554,318,2,1.4,2019-10-01,1335,Terra,MODIS,48,6.0NRT,293.9,26.4,D
-12.117,-55.045,326.8,2.2,1.4,2019-10-01,1335,Terra,MODIS,73,6.0NRT,289.3,54.7,D
-12.125,-54.76,311.5,2.1,1.4,2019-10-01,1335,Terra,MODIS,40,6.0NRT,282.9,20.3,D
-12.075,-54.752,312.9,2.1,1.4,2019-10-01,1335,Terra,MODIS,53,6.0NRT,284.5,25,D
-1.47,-68.842,304.6,1.1,1.1,2019-10-01,1510,Terra,MODIS,48,6.0NRT,285.9,4.1,D
-0.321,-69.015,307.4,1.1,1,2019-10-01,1510,Terra,MODIS,39,6.0NRT,289.2,4.1,D
1.348,-68.471,309.5,1.1,1,2019-10-01,1510,Terra,MODIS,53,6.0NRT,291.5,5.1,D
4.584,-68.989,318.3,1,1,2019-10-01,1510,Terra,MODIS,67,6.0NRT,295.5,9.3,D
4.585,-68.998,328.3,1,1,2019-10-01,1510,Terra,MODIS,80,6.0NRT,296.3,19.7,D
4.589,-69.025,316.5,1,1,2019-10-01,1510,Terra,MODIS,54,6.0NRT,296,6.2,D
-3.558,-51.55,326.4,3.3,1.7,2019-10-01,1625,Aqua,MODIS,81,6.0NRT,292.6,112.3,D
-3.553,-51.402,327.8,3.2,1.7,2019-10-01,1625,Aqua,MODIS,82,6.0NRT,293.7,113.5,D
-3.413,-50.266,324.5,2.6,1.6,2019-10-01,1625,Aqua,MODIS,79,6.0NRT,293,71.4,D
-4.172,-51.047,312,3.1,1.7,2019-10-01,1625,Aqua,MODIS,63,6.0NRT,294.3,33.1,D
-5.11,-50.919,312.6,3.1,1.7,2019-10-01,1625,Aqua,MODIS,0,6.0NRT,287.1,34.7,D
-5.113,-50.94,310.2,3.1,1.7,2019-10-01,1625,Aqua,MODIS,0,6.0NRT,289.5,29.6,D
-5.109,-50.912,308.5,3.1,1.7,2019-10-01,1625,Aqua,MODIS,0,6.0NRT,285.7,19.2,D
-5.335,-51.23,310.4,3.3,1.7,2019-10-01,1625,Aqua,MODIS,0,6.0NRT,286.4,38.9,D
-5.331,-51.224,311.5,3.3,1.7,2019-10-01,1625,Aqua,MODIS,47,6.0NRT,285.8,43.4,D
-5.39,-51.433,307.1,3.5,1.8,2019-10-01,1625,Aqua,MODIS,13,6.0NRT,285.4,21.3,D
-5.406,-51.431,311.2,3.5,1.8,2019-10-01,1625,Aqua,MODIS,58,6.0NRT,286.1,38.3,D
-5.241,-50.092,336.5,2.7,1.6,2019-10-01,1625,Aqua,MODIS,77,6.0NRT,286.3,136.2,D
-5.248,-50.11,314,2.7,1.6,2019-10-01,1625,Aqua,MODIS,66,6.0NRT,288.6,26.8,D
-5.245,-50.086,341,2.7,1.6,2019-10-01,1625,Aqua,MODIS,91,6.0NRT,288.1,167.2,D
-5.586,-52.107,307.7,3.9,1.8,2019-10-01,1625,Aqua,MODIS,31,6.0NRT,284.9,40.2,D
-3.257,-50.253,311.6,2.6,1.5,2019-10-01,1625,Aqua,MODIS,12,6.0NRT,288.1,22.7,D
-3.139,-50.37,307.6,2.6,1.6,2019-10-01,1625,Aqua,MODIS,37,6.0NRT,285.5,22.7,D
-3.27,-50.251,318.5,2.6,1.5,2019-10-01,1625,Aqua,MODIS,73,6.0NRT,291,47.9,D
-3.257,-51.233,315.5,3.1,1.7,2019-10-01,1625,Aqua,MODIS,66,6.0NRT,289.1,47,D
-3.315,-50.363,328,2.6,1.6,2019-10-01,1625,Aqua,MODIS,83,6.0NRT,285.8,89.5,D
-3.261,-51.261,314.4,3.1,1.7,2019-10-01,1625,Aqua,MODIS,63,6.0NRT,288.5,43.3,D
-2.334,-50.488,307.7,2.6,1.6,2019-10-01,1625,Aqua,MODIS,44,6.0NRT,289.3,15.7,D
-2.518,-50.196,306.2,2.5,1.5,2019-10-01,1625,Aqua,MODIS,46,6.0NRT,288,15.6,D
-2.897,-51.367,306.5,3.1,1.7,2019-10-01,1625,Aqua,MODIS,26,6.0NRT,287.5,17.7,D
-3.258,-51.238,318.2,3.1,1.7,2019-10-01,1625,Aqua,MODIS,58,6.0NRT,289.6,55.6,D
-5.907,-52.908,311.6,4.6,2,2019-10-01,1625,Aqua,MODIS,39,6.0NRT,288.5,55.5,D
-3.134,-50.376,309.6,2.6,1.6,2019-10-01,1625,Aqua,MODIS,42,6.0NRT,285.3,25.8,D
-5.907,-52.901,317.1,4.6,2,2019-10-01,1625,Aqua,MODIS,69,6.0NRT,288.7,96,D
-5.901,-52.867,328.3,4.6,2,2019-10-01,1625,Aqua,MODIS,83,6.0NRT,289.1,201.9,D
-5.902,-52.86,327,4.6,2,2019-10-01,1625,Aqua,MODIS,83,6.0NRT,288.9,187.8,D
-5.773,-51.136,314.1,3.3,1.7,2019-10-01,1625,Aqua,MODIS,63,6.0NRT,290.3,41.9,D
-6.549,-51.846,319.5,3.9,1.8,2019-10-01,1625,Aqua,MODIS,71,6.0NRT,286.8,88.2,D
-3.267,-50.228,311.9,2.6,1.5,2019-10-01,1625,Aqua,MODIS,53,6.0NRT,290.7,24.4,D
-6.554,-51.842,322,3.9,1.8,2019-10-01,1625,Aqua,MODIS,75,6.0NRT,286.8,98.3,D
-3.262,-50.247,328.5,2.6,1.5,2019-10-01,1625,Aqua,MODIS,83,6.0NRT,290.5,89.5,D
-3.305,-50.359,333.2,2.6,1.6,2019-10-01,1625,Aqua,MODIS,75,6.0NRT,285.8,120,D
-3.561,-51.557,324.7,3.3,1.7,2019-10-01,1625,Aqua,MODIS,80,6.0NRT,292.5,103,D
-3.556,-51.409,321.2,3.2,1.7,2019-10-01,1625,Aqua,MODIS,76,6.0NRT,293.1,72.6,D
-3.552,-51.38,312.1,3.2,1.7,2019-10-01,1625,Aqua,MODIS,45,6.0NRT,293.3,28.7,D
0.909,-51.15,330,2.6,1.5,2019-10-01,1630,Aqua,MODIS,85,6.0NRT,298.7,69.6,D
0.848,-52.061,320,3.1,1.7,2019-10-01,1630,Aqua,MODIS,76,6.0NRT,293.5,73.6,D
0.905,-51.173,335.3,2.6,1.6,2019-10-01,1630,Aqua,MODIS,83,6.0NRT,299.1,98.4,D
0.682,-50.823,313.9,2.5,1.5,2019-10-01,1630,Aqua,MODIS,42,6.0NRT,295.3,28.1,D
0.686,-50.801,331.3,2.5,1.5,2019-10-01,1630,Aqua,MODIS,86,6.0NRT,294.6,97.1,D
0.847,-52.065,316.1,3.1,1.7,2019-10-01,1630,Aqua,MODIS,72,6.0NRT,293.4,56,D
1.109,-50.939,327.3,2.5,1.5,2019-10-01,1630,Aqua,MODIS,64,6.0NRT,298.2,59.1,D
1.113,-50.917,319.8,2.5,1.5,2019-10-01,1630,Aqua,MODIS,35,6.0NRT,296.2,33.7,D
0.851,-52.038,313.5,3.1,1.7,2019-10-01,1630,Aqua,MODIS,68,6.0NRT,293.8,44.1,D
1.115,-50.933,329.4,2.5,1.5,2019-10-01,1630,Aqua,MODIS,55,6.0NRT,298.3,67.1,D
-14.553,-65.324,345.3,1,1,2019-10-01,1805,Aqua,MODIS,88,6.0NRT,296.4,41.7,D
-14.583,-65.332,326.6,1,1,2019-10-01,1805,Aqua,MODIS,52,6.0NRT,287.9,15.3,D
-13.524,-57.044,313.2,3.1,1.7,2019-10-01,1805,Aqua,MODIS,36,6.0NRT,289.2,21.9,D
-13.521,-57.039,311.9,3.1,1.7,2019-10-01,1805,Aqua,MODIS,32,6.0NRT,288.5,19.3,D
-3.807,-59.551,316,3,1.6,2019-10-01,1805,Aqua,MODIS,41,6.0NRT,279.7,56.5,D
-3.855,-59.571,309.9,3,1.6,2019-10-01,1805,Aqua,MODIS,0,6.0NRT,285.7,27.3,D
-8.203,-69.856,316.1,1.3,1.1,2019-10-01,1805,Aqua,MODIS,61,6.0NRT,292.8,13.6,D
-12.647,-65.184,339.3,1,1,2019-10-01,1805,Aqua,MODIS,71,6.0NRT,298.6,31.2,D
-12.646,-65.174,339.6,1,1,2019-10-01,1805,Aqua,MODIS,78,6.0NRT,297.6,32.3,D
-12.808,-65.34,342.1,1,1,2019-10-01,1805,Aqua,MODIS,91,6.0NRT,303.1,34.4,D
-12.807,-65.331,339.7,1,1,2019-10-01,1805,Aqua,MODIS,90,6.0NRT,303.4,28.8,D
-12.817,-65.339,341,1,1,2019-10-01,1805,Aqua,MODIS,67,6.0NRT,303.7,34.8,D
-12.826,-65.338,360.7,1,1,2019-10-01,1805,Aqua,MODIS,96,6.0NRT,305.1,79,D
-11.717,-56.524,312.3,3.7,1.8,2019-10-01,1805,Aqua,MODIS,34,6.0NRT,288.7,43,D
-12.123,-55.052,335.4,4.6,2,2019-10-01,1805,Aqua,MODIS,87,6.0NRT,294.3,239.9,D
-12.131,-55.085,321.5,4.6,2,2019-10-01,1805,Aqua,MODIS,29,6.0NRT,295.1,83.7,D
-12.123,-55.044,332.1,4.6,2,2019-10-01,1805,Aqua,MODIS,84,6.0NRT,293.8,195.9,D
-13.063,-57.561,319.9,2.9,1.6,2019-10-01,1805,Aqua,MODIS,60,6.0NRT,292.4,47.2,D
4.876,-68.765,318.8,1,1,2019-10-01,1810,Aqua,MODIS,49,6.0NRT,297.5,7.9,D
4.713,-69.257,316.7,1,1,2019-10-01,1810,Aqua,MODIS,62,6.0NRT,298.4,6.7,D
4.58,-69.025,320,1,1,2019-10-01,1810,Aqua,MODIS,65,6.0NRT,293.3,9.4,D
4.584,-68.998,321.6,1,1,2019-10-01,1810,Aqua,MODIS,32,6.0NRT,301.4,10.9,D
4.962,-68.476,320.3,1,1,2019-10-01,1810,Aqua,MODIS,65,6.0NRT,300.5,9.1,D
4.712,-69.265,317.6,1,1,2019-10-01,1810,Aqua,MODIS,65,6.0NRT,298.3,7.5,D
-14.24,-55.935,300.8,2.7,1.6,2019-10-02,0150,Terra,MODIS,23,6.0NRT,277.6,18.4,N
-14.254,-55.933,300.7,2.7,1.6,2019-10-02,0150,Terra,MODIS,23,6.0NRT,278.3,19.4,N
-14.024,-50.151,310.5,1.1,1,2019-10-02,0150,Terra,MODIS,80,6.0NRT,294.2,9.2,N
-14.274,-51.505,307.4,1.3,1.1,2019-10-02,0150,Terra,MODIS,62,6.0NRT,295.1,7.9,N
-4.091,-54.459,300.1,1.5,1.2,2019-10-02,0150,Terra,MODIS,11,6.0NRT,284.5,6.1,N
-3.548,-51.396,309,1,1,2019-10-02,0150,Terra,MODIS,76,6.0NRT,294.2,7.7,N
-3.373,-50.232,305.4,1,1,2019-10-02,0150,Terra,MODIS,64,6.0NRT,293.1,4.7,N
-3.263,-50.235,303.2,1,1,2019-10-02,0150,Terra,MODIS,17,6.0NRT,291.7,3.4,N
-3.254,-50.237,327.5,1,1,2019-10-02,0150,Terra,MODIS,100,6.0NRT,292.5,23.9,N
-3.256,-50.246,313.5,1,1,2019-10-02,0150,Terra,MODIS,87,6.0NRT,292.5,9.8,N
-3.245,-50.238,303.7,1,1,2019-10-02,0150,Terra,MODIS,12,6.0NRT,291.7,3.6,N
-3.246,-50.436,305.5,1,1,2019-10-02,0150,Terra,MODIS,65,6.0NRT,292.9,5,N
-3.275,-50.641,303,1,1,2019-10-02,0150,Terra,MODIS,39,6.0NRT,290.3,3.3,N
-3.276,-50.65,315.6,1,1,2019-10-02,0150,Terra,MODIS,92,6.0NRT,290.7,12.3,N
-3.295,-51.04,307.5,1,1,2019-10-02,0150,Terra,MODIS,71,6.0NRT,294.6,6.1,N
-3.155,-50.382,310.2,1,1,2019-10-02,0150,Terra,MODIS,79,6.0NRT,293.7,8.3,N
-3.167,-50.654,306.4,1,1,2019-10-02,0150,Terra,MODIS,67,6.0NRT,290.5,5.7,N
-3.168,-50.663,305.2,1,1,2019-10-02,0150,Terra,MODIS,63,6.0NRT,290.4,4.9,N
-3.433,-54.273,313.6,1.4,1.2,2019-10-02,0150,Terra,MODIS,88,6.0NRT,293.9,16.8,N
-2.669,-51.62,303,1,1,2019-10-02,0150,Terra,MODIS,53,6.0NRT,290.4,4.1,N
-2.617,-54.646,309.8,1.4,1.2,2019-10-02,0150,Terra,MODIS,78,6.0NRT,293.9,12.6,N
-2.109,-52.013,309.9,1,1,2019-10-02,0150,Terra,MODIS,78,6.0NRT,294.9,7.3,N
-2.11,-52.022,306.8,1,1,2019-10-02,0150,Terra,MODIS,69,6.0NRT,294.9,5.2,N
-2.102,-52.033,320.2,1,1,2019-10-02,0150,Terra,MODIS,100,6.0NRT,295,16,N
-4.086,-50.843,310.6,1,1,2019-10-02,0150,Terra,MODIS,80,6.0NRT,291.7,8.5,N
-4.297,-50.709,316.1,1,1,2019-10-02,0150,Terra,MODIS,92,6.0NRT,288.3,13.2,N
-14.285,-51.504,308.8,1.3,1.1,2019-10-02,0150,Terra,MODIS,75,6.0NRT,295.4,9.5,N
-14.64,-50.347,304.8,1.1,1.1,2019-10-02,0150,Terra,MODIS,61,6.0NRT,294.7,4.6,N
-14.649,-50.346,316.3,1.1,1.1,2019-10-02,0150,Terra,MODIS,93,6.0NRT,295.2,14.2,N
-4.083,-50.825,306.4,1,1,2019-10-02,0150,Terra,MODIS,68,6.0NRT,292,6,N
-4.085,-50.834,333.3,1,1,2019-10-02,0150,Terra,MODIS,100,6.0NRT,293.4,32.2,N
-4.094,-50.833,335,1,1,2019-10-02,0150,Terra,MODIS,100,6.0NRT,292.4,34.4,N
-3.812,-50.92,306.2,1,1,2019-10-02,0150,Terra,MODIS,67,6.0NRT,290.9,5.9,N
-4.095,-50.842,324.8,1,1,2019-10-02,0150,Terra,MODIS,100,6.0NRT,291.5,21.4,N
-4.303,-50.69,306.3,1,1,2019-10-02,0150,Terra,MODIS,68,6.0NRT,283.8,6.3,N
-4.559,-50.681,302.6,1,1,2019-10-02,0150,Terra,MODIS,50,6.0NRT,282.7,5.4,N
-5.58,-52.113,311.1,1.1,1,2019-10-02,0150,Terra,MODIS,82,6.0NRT,288.3,10.8,N
-5.88,-52.883,328.8,1.2,1.1,2019-10-02,0150,Terra,MODIS,100,6.0NRT,286.4,35.3,N
-5.879,-52.872,319.8,1.2,1.1,2019-10-02,0150,Terra,MODIS,94,6.0NRT,286.8,22,N
-5.89,-52.881,348.6,1.2,1.1,2019-10-02,0150,Terra,MODIS,100,6.0NRT,289.2,77.2,N
-5.889,-52.871,340.4,1.2,1.1,2019-10-02,0150,Terra,MODIS,100,6.0NRT,288.1,56.6,N
-5.9,-52.88,305.2,1.2,1.1,2019-10-02,0150,Terra,MODIS,45,6.0NRT,288,6.3,N
-6.061,-52.648,304,1.2,1.1,2019-10-02,0150,Terra,MODIS,58,6.0NRT,288.5,6.2,N
-6.063,-52.642,304.6,1.2,1.1,2019-10-02,0150,Terra,MODIS,61,6.0NRT,288.6,6.1,N
-6.152,-52.928,300.4,1.2,1.1,2019-10-02,0150,Terra,MODIS,27,6.0NRT,286.4,4.7,N
-11.645,-50.205,302.4,1,1,2019-10-02,0150,Terra,MODIS,35,6.0NRT,284.7,5.3,N
-12.482,-51.423,312.6,1.2,1.1,2019-10-02,0150,Terra,MODIS,85,6.0NRT,292.1,12.7,N
-12.48,-51.412,307.5,1.2,1.1,2019-10-02,0150,Terra,MODIS,72,6.0NRT,292.4,7.9,N
-13.028,-53.232,300.8,1.6,1.2,2019-10-02,0150,Terra,MODIS,34,6.0NRT,273.9,9.9,N
-12.735,-50.799,303.3,1.1,1.1,2019-10-02,0150,Terra,MODIS,54,6.0NRT,291.9,3.9,N
