latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-13.874,-51.16,329,1.8,1.3,2019-10-03,1325,Terra,MODIS,69,6.0NRT,297.1,29.8,D
-13.871,-51.176,338.9,1.8,1.3,2019-10-03,1325,Terra,MODIS,87,6.0NRT,297.4,63.8,D
-13.862,-51.158,339.7,1.8,1.3,2019-10-03,1325,Terra,MODIS,87,6.0NRT,301.1,64.9,D
-12.222,-54.651,315.5,3.5,1.8,2019-10-03,1325,Terra,MODIS,21,6.0NRT,292.4,52.2,D
-13.826,-51.112,334.4,1.8,1.3,2019-10-03,1325,Terra,MODIS,82,6.0NRT,296.5,50.2,D
-13.833,-51.119,354.8,1.8,1.3,2019-10-03,1325,Terra,MODIS,97,6.0NRT,299.4,137.9,D
-13.836,-51.103,346.4,1.8,1.3,2019-10-03,1325,Terra,MODIS,92,6.0NRT,294.5,97.6,D
-13.839,-51.154,335.9,1.8,1.3,2019-10-03,1325,Terra,MODIS,84,6.0NRT,299.7,52.1,D
-13.842,-51.138,365.2,1.8,1.3,2019-10-03,1325,Terra,MODIS,100,6.0NRT,303.2,198.5,D
-13.844,-51.122,340.3,1.8,1.3,2019-10-03,1325,Terra,MODIS,88,6.0NRT,302.2,70.6,D
-13.851,-51.156,379.5,1.8,1.3,2019-10-03,1325,Terra,MODIS,100,6.0NRT,303.8,316.1,D
-13.853,-51.14,373.1,1.8,1.3,2019-10-03,1325,Terra,MODIS,100,6.0NRT,304.8,257.6,D
-13.856,-51.124,335.4,1.8,1.3,2019-10-03,1325,Terra,MODIS,84,6.0NRT,302.2,51.8,D
4.829,-60.708,315.4,2,1.4,2019-10-03,1455,Terra,MODIS,71,6.0NRT,295.5,20.6,D
3.19,-61.201,314.2,2,1.4,2019-10-03,1455,Terra,MODIS,68,6.0NRT,293.7,17.4,D
-12.791,-62.552,318.5,2.8,1.6,2019-10-03,1500,Terra,MODIS,42,6.0NRT,296.8,40.7,D
-12.507,-64.94,322.7,1.8,1.3,2019-10-03,1500,Terra,MODIS,44,6.0NRT,299.9,28.8,D
-12.791,-62.584,321.5,2.7,1.6,2019-10-03,1500,Terra,MODIS,44,6.0NRT,298.7,48.2,D
-12.794,-62.559,323.8,2.8,1.6,2019-10-03,1500,Terra,MODIS,64,6.0NRT,298,58.5,D
-12.62,-64.277,315.7,2,1.4,2019-10-03,1500,Terra,MODIS,51,6.0NRT,295.6,21.8,D
-12.636,-64.353,320.8,2,1.4,2019-10-03,1500,Terra,MODIS,54,6.0NRT,297.7,32.2,D
-12.24,-69.159,319.6,1,1,2019-10-03,1500,Terra,MODIS,63,6.0NRT,298.5,11.4,D
-12.242,-69.15,324.1,1,1,2019-10-03,1500,Terra,MODIS,78,6.0NRT,298.6,16.3,D
-12.938,-63.907,312.8,2.2,1.4,2019-10-03,1500,Terra,MODIS,0,6.0NRT,291.7,16.9,D
-12.837,-66.107,318.1,1.5,1.2,2019-10-03,1500,Terra,MODIS,26,6.0NRT,295.1,12.2,D
-12.676,-67.775,330.8,1.2,1.1,2019-10-03,1500,Terra,MODIS,56,6.0NRT,302.7,25.3,D
-12.689,-67.821,330,1.2,1.1,2019-10-03,1500,Terra,MODIS,54,6.0NRT,301.6,21.7,D
-12.893,-66.345,331,1.4,1.2,2019-10-03,1500,Terra,MODIS,50,6.0NRT,305.7,26.3,D
-13.146,-64.453,319.7,2,1.4,2019-10-03,1500,Terra,MODIS,67,6.0NRT,295.7,17.8,D
-13.347,-62.983,318.1,2.6,1.5,2019-10-03,1500,Terra,MODIS,35,6.0NRT,296.5,31.2,D
-13.486,-62.933,332.3,2.6,1.6,2019-10-03,1500,Terra,MODIS,71,6.0NRT,295.6,87.2,D
-13.489,-62.908,328.3,2.6,1.6,2019-10-03,1500,Terra,MODIS,40,6.0NRT,293.8,65.7,D
-13.511,-62.96,324.4,2.6,1.6,2019-10-03,1500,Terra,MODIS,31,6.0NRT,294.1,55.8,D
-13.477,-62.938,325.1,2.6,1.6,2019-10-03,1500,Terra,MODIS,61,6.0NRT,294.9,52.9,D
-13.491,-62.94,328.6,2.6,1.6,2019-10-03,1500,Terra,MODIS,73,6.0NRT,295.5,70.8,D
-13.494,-62.916,325.4,2.6,1.6,2019-10-03,1500,Terra,MODIS,62,6.0NRT,293,57.6,D
-13.516,-62.967,325.1,2.6,1.6,2019-10-03,1500,Terra,MODIS,67,6.0NRT,294.6,59.5,D
-13.53,-62.969,319.1,2.6,1.6,2019-10-03,1500,Terra,MODIS,44,6.0NRT,293.9,38.2,D
-13.839,-60.334,315.9,4.2,1.9,2019-10-03,1500,Terra,MODIS,45,6.0NRT,292.9,59.3,D
-12.953,-68.001,327.7,1.1,1.1,2019-10-03,1500,Terra,MODIS,29,6.0NRT,301.3,21.1,D
-13.743,-62.166,310.4,3,1.7,2019-10-03,1500,Terra,MODIS,48,6.0NRT,288.9,27.7,D
-13.504,-65.186,325.1,1.8,1.3,2019-10-03,1500,Terra,MODIS,67,6.0NRT,289.6,36.6,D
-13.506,-65.169,325,1.8,1.3,2019-10-03,1500,Terra,MODIS,68,6.0NRT,288.7,35.1,D
-13.502,-65.175,328.2,1.8,1.3,2019-10-03,1500,Terra,MODIS,72,6.0NRT,289.4,44.3,D
-13.513,-65.176,323.7,1.8,1.3,2019-10-03,1500,Terra,MODIS,48,6.0NRT,290.6,34.7,D
-13.597,-64.985,319.1,1.8,1.3,2019-10-03,1500,Terra,MODIS,47,6.0NRT,292.2,21.4,D
-13.686,-65.003,319,1.8,1.3,2019-10-03,1500,Terra,MODIS,30,6.0NRT,294.1,22.9,D
-13.661,-66.082,326.5,1.5,1.2,2019-10-03,1500,Terra,MODIS,64,6.0NRT,293.3,27.6,D
-13.663,-66.068,350.8,1.5,1.2,2019-10-03,1500,Terra,MODIS,90,6.0NRT,291.2,101.4,D
-13.664,-66.054,321.5,1.5,1.2,2019-10-03,1500,Terra,MODIS,0,6.0NRT,283.8,14.6,D
-13.675,-66.076,371.5,1.5,1.2,2019-10-03,1500,Terra,MODIS,100,6.0NRT,295,208.4,D
-13.73,-66.083,364.9,1.5,1.2,2019-10-03,1500,Terra,MODIS,71,6.0NRT,292.1,172.3,D
-14.25,-65.219,351.1,1.8,1.3,2019-10-03,1500,Terra,MODIS,90,6.0NRT,294.1,136.6,D
-14.252,-65.202,326.7,1.8,1.3,2019-10-03,1500,Terra,MODIS,74,6.0NRT,293.9,43.3,D
-14.264,-65.203,345.3,1.8,1.3,2019-10-03,1500,Terra,MODIS,70,6.0NRT,297.7,108.8,D
-14.266,-65.187,319,1.8,1.3,2019-10-03,1500,Terra,MODIS,23,6.0NRT,293.5,22.2,D
-14.211,-66.075,319.1,1.6,1.2,2019-10-03,1500,Terra,MODIS,28,6.0NRT,296.4,17.1,D
-14.213,-66.067,317.9,1.6,1.2,2019-10-03,1500,Terra,MODIS,56,6.0NRT,295.6,15.7,D
-14.221,-66.438,325.3,1.5,1.2,2019-10-03,1500,Terra,MODIS,67,6.0NRT,297.4,14.7,D
-14.223,-66.424,354.8,1.5,1.2,2019-10-03,1500,Terra,MODIS,97,6.0NRT,297.9,104.3,D
-14.568,-65.345,352.4,1.8,1.3,2019-10-03,1500,Terra,MODIS,96,6.0NRT,295.4,129.3,D
-14.579,-65.346,342.5,1.8,1.3,2019-10-03,1500,Terra,MODIS,83,6.0NRT,292.8,81.6,D
-14.565,-65.334,330.3,1.8,1.3,2019-10-03,1500,Terra,MODIS,41,6.0NRT,293.3,35.1,D
-14.575,-65.352,347.9,1.8,1.3,2019-10-03,1500,Terra,MODIS,94,6.0NRT,293.8,107.8,D
-14.577,-65.335,337.7,1.8,1.3,2019-10-03,1500,Terra,MODIS,89,6.0NRT,294,62.2,D
-14.6,-65.338,329,1.8,1.3,2019-10-03,1500,Terra,MODIS,62,6.0NRT,291.6,38,D
-14.61,-65.356,335.9,1.8,1.3,2019-10-03,1500,Terra,MODIS,74,6.0NRT,291.5,64.4,D
-14.612,-65.34,350,1.8,1.3,2019-10-03,1500,Terra,MODIS,83,6.0NRT,291,120.7,D
-14.669,-65.32,315.2,1.8,1.3,2019-10-03,1500,Terra,MODIS,44,6.0NRT,290.7,16.1,D
-14.857,-65.126,315,1.9,1.3,2019-10-03,1500,Terra,MODIS,37,6.0NRT,287.7,17.1,D
-14.913,-64.907,319.6,1.9,1.4,2019-10-03,1500,Terra,MODIS,44,6.0NRT,295.9,24.7,D
-12.322,-69.168,323,1,1,2019-10-03,1500,Terra,MODIS,44,6.0NRT,298.9,16.2,D
-2.623,-66.693,312.1,1.1,1,2019-10-03,1500,Terra,MODIS,65,6.0NRT,294,5.9,D
-4.086,-63.251,311.2,1.8,1.3,2019-10-03,1500,Terra,MODIS,14,6.0NRT,289.2,10,D
-3.659,-66.467,307.4,1.1,1,2019-10-03,1500,Terra,MODIS,41,6.0NRT,286.9,3.8,D
-4.65,-66.745,307.6,1.1,1,2019-10-03,1500,Terra,MODIS,19,6.0NRT,286.3,4.1,D
-6.496,-58.372,310.3,4.7,2,2019-10-03,1500,Terra,MODIS,32,6.0NRT,282.6,49.4,D
-6.924,-59.099,313.2,4.2,1.9,2019-10-03,1500,Terra,MODIS,41,6.0NRT,289.1,51.6,D
-6.928,-59.106,311.5,4.2,1.9,2019-10-03,1500,Terra,MODIS,39,6.0NRT,288.8,44.5,D
-7.598,-63.265,315.3,2,1.4,2019-10-03,1500,Terra,MODIS,49,6.0NRT,292.3,21.1,D
-7.47,-64.46,312,1.6,1.3,2019-10-03,1500,Terra,MODIS,60,6.0NRT,291.1,12.4,D
-9.497,-59.35,324.4,4.4,1.9,2019-10-03,1500,Terra,MODIS,79,6.0NRT,291.9,112.1,D
-9.502,-59.311,316.6,4.4,1.9,2019-10-03,1500,Terra,MODIS,43,6.0NRT,291.6,48,D
-9.498,-59.356,321.9,4.4,1.9,2019-10-03,1500,Terra,MODIS,76,6.0NRT,291.8,89.2,D
-9.503,-59.316,318.5,4.4,1.9,2019-10-03,1500,Terra,MODIS,68,6.0NRT,291.6,64.1,D
-9.086,-63.563,311.8,2,1.4,2019-10-03,1500,Terra,MODIS,52,6.0NRT,291.7,17,D
-8.692,-66.939,334.7,1.2,1.1,2019-10-03,1500,Terra,MODIS,82,6.0NRT,295,37,D
-8.83,-66.68,317.6,1.2,1.1,2019-10-03,1500,Terra,MODIS,12,6.0NRT,298.3,11.2,D
-8.979,-65.975,316.4,1.3,1.1,2019-10-03,1500,Terra,MODIS,56,6.0NRT,296.2,12.7,D
-8.857,-67.144,322.6,1.1,1.1,2019-10-03,1500,Terra,MODIS,46,6.0NRT,302.9,16,D
-9.131,-65.381,318.8,1.5,1.2,2019-10-03,1500,Terra,MODIS,39,6.0NRT,296.2,17.2,D
-9.087,-66.008,312.7,1.3,1.1,2019-10-03,1500,Terra,MODIS,46,6.0NRT,295.6,7.7,D
-9.207,-65.651,312.6,1.4,1.2,2019-10-03,1500,Terra,MODIS,31,6.0NRT,295.2,9.6,D
-9.14,-66.946,326.9,1.2,1.1,2019-10-03,1500,Terra,MODIS,61,6.0NRT,303.3,23.1,D
-9.068,-67.534,315.9,1.1,1,2019-10-03,1500,Terra,MODIS,33,6.0NRT,291.9,9.6,D
-9.57,-64.667,324.7,1.7,1.3,2019-10-03,1500,Terra,MODIS,73,6.0NRT,299.2,33.9,D
-9.94,-62.088,327.3,2.7,1.6,2019-10-03,1500,Terra,MODIS,80,6.0NRT,294.5,63.4,D
-9.944,-62.096,322,2.7,1.6,2019-10-03,1500,Terra,MODIS,73,6.0NRT,294.6,38.8,D
-9.947,-62.071,321.8,2.7,1.6,2019-10-03,1500,Terra,MODIS,70,6.0NRT,295.1,39.8,D
-9.653,-65.742,316.2,1.4,1.2,2019-10-03,1500,Terra,MODIS,48,6.0NRT,297.3,12.7,D
-9.405,-68.918,311.3,1,1,2019-10-03,1500,Terra,MODIS,51,6.0NRT,289.3,4.9,D
-9.608,-68.976,315.8,1,1,2019-10-03,1500,Terra,MODIS,43,6.0NRT,293.7,6.6,D
-9.913,-68.709,345,1,1,2019-10-03,1500,Terra,MODIS,93,6.0NRT,296.6,46.1,D
-10.417,-67.154,315.4,1.2,1.1,2019-10-03,1500,Terra,MODIS,63,6.0NRT,296.3,10.1,D
-10.46,-67.782,324,1.1,1.1,2019-10-03,1500,Terra,MODIS,78,6.0NRT,296.9,15.5,D
-10.874,-66.122,315,1.4,1.2,2019-10-03,1500,Terra,MODIS,58,6.0NRT,297.2,13.6,D
-10.966,-65.527,316.4,1.5,1.2,2019-10-03,1500,Terra,MODIS,68,6.0NRT,297.5,14.8,D
-10.968,-65.513,315.1,1.5,1.2,2019-10-03,1500,Terra,MODIS,60,6.0NRT,294.5,13.4,D
-11.019,-65.215,321.6,1.6,1.3,2019-10-03,1500,Terra,MODIS,71,6.0NRT,300.7,25.2,D
-11.018,-65.397,318.6,1.6,1.2,2019-10-03,1500,Terra,MODIS,57,6.0NRT,299.3,17.8,D
-11.02,-65.383,314.7,1.6,1.2,2019-10-03,1500,Terra,MODIS,15,6.0NRT,298,11.2,D
-11.313,-63.26,319.5,2.3,1.5,2019-10-03,1500,Terra,MODIS,50,6.0NRT,296.7,35,D
-11.369,-63.245,316.6,2.3,1.5,2019-10-03,1500,Terra,MODIS,62,6.0NRT,294,27.1,D
-11.365,-63.251,313.5,2.3,1.5,2019-10-03,1500,Terra,MODIS,39,6.0NRT,293.6,17.8,D
-11.133,-65.476,315.8,1.6,1.2,2019-10-03,1500,Terra,MODIS,60,6.0NRT,298.3,18.8,D
-11.155,-65.753,312.4,1.5,1.2,2019-10-03,1500,Terra,MODIS,53,6.0NRT,295.1,12.2,D
-11.35,-65.474,317.1,1.6,1.2,2019-10-03,1500,Terra,MODIS,69,6.0NRT,299.8,16.6,D
-11.351,-65.481,315.7,1.6,1.2,2019-10-03,1500,Terra,MODIS,20,6.0NRT,298.4,12.3,D
-11.353,-66.204,321.2,1.4,1.2,2019-10-03,1500,Terra,MODIS,29,6.0NRT,296.5,17.4,D
-11.319,-66.594,314.8,1.3,1.1,2019-10-03,1500,Terra,MODIS,39,6.0NRT,295.8,12,D
-11.16,-68.234,318.3,1.1,1,2019-10-03,1500,Terra,MODIS,40,6.0NRT,291.3,10.1,D
-11.11,-68.637,317.7,1,1,2019-10-03,1500,Terra,MODIS,51,6.0NRT,294.6,10.4,D
-11.783,-63.979,319.8,2.1,1.4,2019-10-03,1500,Terra,MODIS,63,6.0NRT,298.9,28.9,D
-11.786,-63.96,317.9,2.1,1.4,2019-10-03,1500,Terra,MODIS,51,6.0NRT,297.5,24.3,D
-11.887,-63.367,319,2.3,1.5,2019-10-03,1500,Terra,MODIS,60,6.0NRT,295.3,27.7,D
-11.889,-63.346,325.7,2.3,1.5,2019-10-03,1500,Terra,MODIS,79,6.0NRT,295.5,53.2,D
-11.886,-63.351,329,2.3,1.5,2019-10-03,1500,Terra,MODIS,82,6.0NRT,295.3,64.8,D
-11.895,-63.604,328.9,2.2,1.4,2019-10-03,1500,Terra,MODIS,82,6.0NRT,297.4,59.1,D
-11.696,-65.544,316.7,1.6,1.2,2019-10-03,1500,Terra,MODIS,43,6.0NRT,296.1,18.2,D
-11.977,-64.091,318.6,2,1.4,2019-10-03,1500,Terra,MODIS,45,6.0NRT,296.8,20.2,D
-11.98,-64.072,333.3,2,1.4,2019-10-03,1500,Terra,MODIS,85,6.0NRT,297.2,66,D
-11.981,-64.078,331.3,2,1.4,2019-10-03,1500,Terra,MODIS,84,6.0NRT,297.2,57.9,D
-12.119,-63.477,314.5,2.3,1.5,2019-10-03,1500,Terra,MODIS,52,6.0NRT,294.9,16.4,D
-11.913,-65.459,316.7,1.6,1.2,2019-10-03,1500,Terra,MODIS,40,6.0NRT,297.2,16.5,D
-12.141,-63.932,327.6,2.1,1.4,2019-10-03,1500,Terra,MODIS,81,6.0NRT,294.7,50.4,D
-12.023,-64.962,320.1,1.7,1.3,2019-10-03,1500,Terra,MODIS,43,6.0NRT,298.6,25,D
-12.142,-64.327,319.9,2,1.4,2019-10-03,1500,Terra,MODIS,55,6.0NRT,293.6,28.9,D
-12.144,-64.309,319.7,2,1.4,2019-10-03,1500,Terra,MODIS,59,6.0NRT,291.6,27.5,D
-12.147,-64.315,331.6,2,1.4,2019-10-03,1500,Terra,MODIS,84,6.0NRT,292.3,64.7,D
-12.233,-63.711,315.1,2.2,1.4,2019-10-03,1500,Terra,MODIS,58,6.0NRT,295.8,19,D
-12.12,-65.454,318.5,1.6,1.2,2019-10-03,1500,Terra,MODIS,33,6.0NRT,297.9,20.7,D
-12.302,-64.004,329.6,2.1,1.4,2019-10-03,1500,Terra,MODIS,81,6.0NRT,296.2,61.8,D
-12.14,-65.472,317.8,1.6,1.2,2019-10-03,1500,Terra,MODIS,31,6.0NRT,296.8,18,D
-12.282,-64.465,320.8,1.9,1.4,2019-10-03,1500,Terra,MODIS,28,6.0NRT,297.9,26.4,D
-12.284,-64.447,326.5,1.9,1.4,2019-10-03,1500,Terra,MODIS,71,6.0NRT,295.5,41.8,D
-12.21,-65.206,328.8,1.7,1.3,2019-10-03,1500,Terra,MODIS,63,6.0NRT,298.5,34.4,D
-12.221,-65.207,324,1.7,1.3,2019-10-03,1500,Terra,MODIS,55,6.0NRT,297.8,23.7,D
-12.219,-65.213,324.2,1.7,1.3,2019-10-03,1500,Terra,MODIS,73,6.0NRT,298.4,26.8,D
-12.221,-65.197,326.7,1.7,1.3,2019-10-03,1500,Terra,MODIS,67,6.0NRT,295.7,31.4,D
-12.333,-65.053,328.2,1.7,1.3,2019-10-03,1500,Terra,MODIS,48,6.0NRT,299.6,34.5,D
-12.329,-65.059,332.2,1.7,1.3,2019-10-03,1500,Terra,MODIS,80,6.0NRT,301,47.8,D
-12.747,-61.628,316.1,3.2,1.7,2019-10-03,1500,Terra,MODIS,49,6.0NRT,295.1,42.6,D
-12.441,-64.926,319,1.8,1.3,2019-10-03,1500,Terra,MODIS,50,6.0NRT,296,25.5,D
-12.782,-62.127,314.3,3,1.6,2019-10-03,1500,Terra,MODIS,54,6.0NRT,293.2,29.6,D
-12.788,-62.577,322.7,2.7,1.6,2019-10-03,1500,Terra,MODIS,69,6.0NRT,299.1,59,D
-4.084,-50.295,310.8,4.7,2,2019-10-03,1615,Aqua,MODIS,53,6.0NRT,289.5,41.4,D
-4.085,-50.303,311.6,4.7,2,2019-10-03,1615,Aqua,MODIS,56,6.0NRT,289.5,48,D
-3.333,-50.358,353,4.6,2,2019-10-03,1615,Aqua,MODIS,91,6.0NRT,285.3,578.4,D
-3.351,-50.363,334.8,4.6,2,2019-10-03,1615,Aqua,MODIS,0,6.0NRT,288.2,289.3,D
-3.328,-50.325,315.5,4.6,2,2019-10-03,1615,Aqua,MODIS,31,6.0NRT,285.4,84.4,D
-3.333,-50.365,340.2,4.6,2,2019-10-03,1615,Aqua,MODIS,79,6.0NRT,285.3,362.9,D
1.259,-51.072,312.7,4.4,1.9,2019-10-03,1615,Aqua,MODIS,48,6.0NRT,289.8,66.9,D
-11.02,-67.78,332,1.6,1.3,2019-10-03,1750,Aqua,MODIS,85,6.0NRT,295.4,50.8,D
-11.021,-67.787,343.3,1.6,1.3,2019-10-03,1750,Aqua,MODIS,92,6.0NRT,295.2,87.9,D
-11.023,-67.802,314.6,1.6,1.3,2019-10-03,1750,Aqua,MODIS,67,6.0NRT,294,13,D
-10.924,-67.389,320.4,1.5,1.2,2019-10-03,1750,Aqua,MODIS,71,6.0NRT,294.1,25.2,D
-10.968,-67.733,313,1.6,1.3,2019-10-03,1750,Aqua,MODIS,63,6.0NRT,294.7,11,D
-10.625,-65.454,328,1.2,1.1,2019-10-03,1750,Aqua,MODIS,74,6.0NRT,304.4,22.3,D
-10.615,-65.456,369.5,1.2,1.1,2019-10-03,1750,Aqua,MODIS,100,6.0NRT,305,131.2,D
-10.617,-65.466,337.9,1.2,1.1,2019-10-03,1750,Aqua,MODIS,88,6.0NRT,303.2,39.1,D
-10.549,-65.254,330.3,1.1,1.1,2019-10-03,1750,Aqua,MODIS,83,6.0NRT,299.9,26,D
-10.55,-65.264,324.6,1.1,1.1,2019-10-03,1750,Aqua,MODIS,77,6.0NRT,299.6,17.6,D
-10.551,-65.275,320.4,1.1,1.1,2019-10-03,1750,Aqua,MODIS,42,6.0NRT,298.9,11.1,D
-10.541,-65.266,330.4,1.1,1.1,2019-10-03,1750,Aqua,MODIS,66,6.0NRT,299.5,23.9,D
-10.542,-65.276,327.3,1.1,1.1,2019-10-03,1750,Aqua,MODIS,47,6.0NRT,300.5,18.6,D
-10.524,-65.289,319.3,1.1,1.1,2019-10-03,1750,Aqua,MODIS,57,6.0NRT,301.3,9.6,D
-10.912,-68.437,306.9,1.8,1.3,2019-10-03,1750,Aqua,MODIS,27,6.0NRT,286.8,22.7,D
-10.942,-68.964,314.9,2,1.4,2019-10-03,1750,Aqua,MODIS,37,6.0NRT,278.1,23.8,D
-10.944,-68.983,316.5,2,1.4,2019-10-03,1750,Aqua,MODIS,49,6.0NRT,282,27.8,D
-10.302,-64.406,325.3,1,1,2019-10-03,1750,Aqua,MODIS,33,6.0NRT,299.5,11.5,D
-10.36,-65.43,319.5,1.1,1.1,2019-10-03,1750,Aqua,MODIS,70,6.0NRT,298.3,12.1,D
-10.603,-67.282,315.5,1.5,1.2,2019-10-03,1750,Aqua,MODIS,68,6.0NRT,294.8,15.3,D
-10.649,-67.645,322.4,1.6,1.2,2019-10-03,1750,Aqua,MODIS,78,6.0NRT,295.4,25.4,D
-10.651,-67.66,318.1,1.6,1.2,2019-10-03,1750,Aqua,MODIS,73,6.0NRT,294.9,16.6,D
-10.35,-65.431,315.9,1.1,1.1,2019-10-03,1750,Aqua,MODIS,40,6.0NRT,300,8.3,D
-10.598,-67.276,316.6,1.5,1.2,2019-10-03,1750,Aqua,MODIS,69,6.0NRT,295.8,15.1,D
-10.649,-67.652,322.5,1.6,1.2,2019-10-03,1750,Aqua,MODIS,72,6.0NRT,295.6,24.4,D
-10.199,-64.716,332.1,1.1,1,2019-10-03,1750,Aqua,MODIS,79,6.0NRT,293,26.5,D
-10.817,-69.641,320.2,2.3,1.5,2019-10-03,1750,Aqua,MODIS,0,6.0NRT,285.9,47.9,D
-10.582,-67.839,317,1.6,1.3,2019-10-03,1750,Aqua,MODIS,71,6.0NRT,296.3,15.5,D
-9.817,-62.293,412.4,1,1,2019-10-03,1750,Aqua,MODIS,100,6.0NRT,307,332.5,D
-9.819,-62.302,342.7,1,1,2019-10-03,1750,Aqua,MODIS,91,6.0NRT,297.6,36.7,D
-10.748,-69.287,321.4,2.1,1.4,2019-10-03,1750,Aqua,MODIS,74,6.0NRT,275.8,46,D
-9.809,-62.29,346.7,1,1,2019-10-03,1750,Aqua,MODIS,93,6.0NRT,300.8,42.3,D
-9.81,-62.299,345.9,1,1,2019-10-03,1750,Aqua,MODIS,93,6.0NRT,300.7,42,D
-10.748,-69.292,328.3,2.1,1.4,2019-10-03,1750,Aqua,MODIS,84,6.0NRT,275.1,71.2,D
-10.147,-64.867,321.8,1.1,1,2019-10-03,1750,Aqua,MODIS,27,6.0NRT,304.1,7.9,D
-10.538,-67.85,337.3,1.6,1.3,2019-10-03,1750,Aqua,MODIS,88,6.0NRT,295.4,61.3,D
-10.153,-65.047,327.2,1.1,1,2019-10-03,1750,Aqua,MODIS,72,6.0NRT,303.1,19.8,D
-10.516,-67.853,357.8,1.6,1.3,2019-10-03,1750,Aqua,MODIS,99,6.0NRT,295,150.3,D
-10.517,-67.868,323,1.6,1.3,2019-10-03,1750,Aqua,MODIS,44,6.0NRT,294.1,25.4,D
-10.519,-67.883,330.3,1.6,1.3,2019-10-03,1750,Aqua,MODIS,64,6.0NRT,290.3,44.7,D
-10.508,-67.884,327.7,1.6,1.3,2019-10-03,1750,Aqua,MODIS,42,6.0NRT,293.6,32.8,D
-10.685,-69.519,323.1,2.2,1.4,2019-10-03,1750,Aqua,MODIS,80,6.0NRT,293.1,43.3,D
-10.684,-69.506,313.6,2.2,1.4,2019-10-03,1750,Aqua,MODIS,59,6.0NRT,293.3,18.6,D
-10.687,-69.525,317.8,2.2,1.4,2019-10-03,1750,Aqua,MODIS,71,6.0NRT,293,29.1,D
-10.681,-69.587,315.9,2.2,1.4,2019-10-03,1750,Aqua,MODIS,71,6.0NRT,292,27.6,D
-10.668,-69.589,328.7,2.2,1.4,2019-10-03,1750,Aqua,MODIS,84,6.0NRT,292.7,69.4,D
-10.36,-67.361,318,1.5,1.2,2019-10-03,1750,Aqua,MODIS,47,6.0NRT,296.9,12.5,D
-10.426,-67.872,335.8,1.6,1.3,2019-10-03,1750,Aqua,MODIS,88,6.0NRT,295,64.7,D
-10.346,-67.336,326.1,1.5,1.2,2019-10-03,1750,Aqua,MODIS,80,6.0NRT,296.7,27.1,D
-10.347,-67.349,318.6,1.5,1.2,2019-10-03,1750,Aqua,MODIS,51,6.0NRT,297.1,12.9,D
-10.415,-68.057,310.2,1.7,1.3,2019-10-03,1750,Aqua,MODIS,33,6.0NRT,293.5,9.9,D
-9.098,-58.967,330.6,1.6,1.2,2019-10-03,1750,Aqua,MODIS,82,6.0NRT,301.8,27.4,D
-9.087,-58.969,331.7,1.6,1.2,2019-10-03,1750,Aqua,MODIS,83,6.0NRT,301.3,31.9,D
-9.09,-58.983,325,1.5,1.2,2019-10-03,1750,Aqua,MODIS,68,6.0NRT,302.1,16.3,D
-9.573,-62.319,323.8,1,1,2019-10-03,1750,Aqua,MODIS,47,6.0NRT,288.6,13.4,D
-10.332,-68.027,319.2,1.7,1.3,2019-10-03,1750,Aqua,MODIS,32,6.0NRT,294.8,24.1,D
-10.317,-67.998,324.6,1.7,1.3,2019-10-03,1750,Aqua,MODIS,69,6.0NRT,295.1,32.9,D
-10.318,-68.013,331.6,1.7,1.3,2019-10-03,1750,Aqua,MODIS,85,6.0NRT,295.8,51.6,D
-10.331,-68.018,319.4,1.7,1.3,2019-10-03,1750,Aqua,MODIS,45,6.0NRT,294,22.3,D
-10.318,-68.005,335.2,1.7,1.3,2019-10-03,1750,Aqua,MODIS,88,6.0NRT,295.6,60.7,D
-9.7,-63.589,317.9,1,1,2019-10-03,1750,Aqua,MODIS,61,6.0NRT,291.2,13.8,D
-9.899,-65.001,317.5,1.1,1,2019-10-03,1750,Aqua,MODIS,29,6.0NRT,301.8,10,D
-10.104,-67.25,325.9,1.5,1.2,2019-10-03,1750,Aqua,MODIS,74,6.0NRT,293.5,26.9,D
-10.18,-67.998,314.2,1.7,1.3,2019-10-03,1750,Aqua,MODIS,45,6.0NRT,295.3,14.4,D
-10.169,-67.999,318.9,1.7,1.3,2019-10-03,1750,Aqua,MODIS,39,6.0NRT,294.6,20.6,D
-10.144,-67.987,322.7,1.6,1.3,2019-10-03,1750,Aqua,MODIS,78,6.0NRT,295,27.8,D
-10.146,-68.002,316.9,1.7,1.3,2019-10-03,1750,Aqua,MODIS,61,6.0NRT,294.3,17.6,D
-10.036,-67.232,331.3,1.5,1.2,2019-10-03,1750,Aqua,MODIS,78,6.0NRT,301.5,32.3,D
-10.145,-67.994,328.3,1.6,1.3,2019-10-03,1750,Aqua,MODIS,82,6.0NRT,295.2,39.8,D
-10.031,-67.226,332.4,1.4,1.2,2019-10-03,1750,Aqua,MODIS,85,6.0NRT,301.7,35.6,D
-10.032,-67.239,323.5,1.5,1.2,2019-10-03,1750,Aqua,MODIS,65,6.0NRT,301.9,16.5,D
-9.661,-64.615,327.3,1,1,2019-10-03,1750,Aqua,MODIS,79,6.0NRT,301.4,15.3,D
-10.022,-67.24,336.4,1.5,1.2,2019-10-03,1750,Aqua,MODIS,88,6.0NRT,301.3,44.3,D
